user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
MAG_330	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002874965	GCF_002874965.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002874965	98.8	0.88	GCF_002874965.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002874965	98.8	0.88	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900105735.1, s__Pseudomonas_E yamanorum, 95.0, 94.13, 0.82; GCF_001952855.1, s__Pseudomonas_E sp001952855, 95.0, 93.45, 0.8; GCF_012935715.1, s__Pseudomonas_E sp000242655, 95.0, 93.05, 0.84; GCF_013386765.1, s__Pseudomonas_E yamanorum_A, 95.0, 92.99, 0.8; GCF_002204795.1, s__Pseudomonas_E sp002204795, 95.0, 92.75, 0.81; GCF_013386825.1, s__Pseudomonas_E sp013386825, 95.0, 92.44, 0.78; GCF_900580675.1, s__Pseudomonas_E sp900580675, 95.0, 87.51, 0.75; GCF_009834565.1, s__Pseudomonas_E sp009834565, 95.0, 87.5, 0.7; GCF_012935695.1, s__Pseudomonas_E sp012935695, 95.0, 87.5, 0.71; GCF_003097075.1, s__Pseudomonas_E sp003097075, 95.0, 87.49, 0.75; GCF_013403585.1, s__Pseudomonas_E yamanorum_B, 95.0, 87.46, 0.67; GCF_009707325.1, s__Pseudomonas_E sp002263605, 95.0, 87.46, 0.82; GCF_001050345.1, s__Pseudomonas_E fildesensis, 95.0, 87.45, 0.72; GCF_018614655.1, s__Pseudomonas_E fluorescens_BX, 95.0, 87.37, 0.71; GCF_002843605.1, s__Pseudomonas_E sp002843605, 95.0, 87.32, 0.69; GCF_001439695.1, s__Pseudomonas_E veronii, 95.0, 87.32, 0.64; GCF_000346755.1, s__Pseudomonas_E sp000346755, 95.0, 87.31, 0.71; GCF_008369295.1, s__Pseudomonas_E sp008369295, 95.0, 87.31, 0.7; GCF_003612935.1, s__Pseudomonas_E sp003013355, 95.0, 87.3, 0.73; GCF_000612585.1, s__Pseudomonas_E sp000612585, 95.0, 87.26, 0.72; GCF_001269925.1, s__Pseudomonas_E sp001269925, 95.0, 87.25, 0.67; GCF_900105325.1, s__Pseudomonas_E marginalis, 95.0, 87.24, 0.66; GCF_013386585.1, s__Pseudomonas_E sp013386585, 95.0, 87.21, 0.7; GCF_007858185.1, s__Pseudomonas_E grimontii, 95.0, 87.21, 0.64; GCF_900591205.1, s__Pseudomonas_E sp900591205, 95.0, 87.2, 0.72; GCF_014207255.1, s__Pseudomonas_E sp014207255, 95.0, 87.2, 0.65; GCF_003852405.1, s__Pseudomonas_E sp003852405, 95.0, 87.2, 0.71; GCF_012985465.1, s__Pseudomonas_E sp012985465, 95.0, 87.15, 0.68; GCF_002007785.1, s__Pseudomonas_E azotoformans_B, 95.0, 87.13, 0.73; GCF_014851685.1, s__Pseudomonas_E sp014851685, 95.0, 87.12, 0.72; GCF_013385985.1, s__Pseudomonas_E sp013385985, 95.0, 87.11, 0.75; GCF_001983165.1, s__Pseudomonas_E gessardii, 95.0, 87.06, 0.66; GCF_003626995.1, s__Pseudomonas_E fluorescens_BA, 95.0, 87.04, 0.7; GCF_005938045.2, s__Pseudomonas_E sp005938045, 95.0, 87.03, 0.73; GCF_003852315.1, s__Pseudomonas_E sp003014915, 95.0, 87.03, 0.73; GCF_015163715.1, s__Pseudomonas_E cyclaminis, 95.0, 87.01, 0.69; GCF_900102035.1, s__Pseudomonas_E extremaustralis, 95.0, 87.0, 0.62; GCF_001708445.1, s__Pseudomonas_E fluorescens_AN, 95.0, 87.0, 0.69; GCF_000503215.1, s__Pseudomonas_E canadensis, 95.0, 86.99, 0.74; GCF_900107155.1, s__Pseudomonas_E salomonii, 95.0, 86.99, 0.68; GCF_001645105.1, s__Pseudomonas_E marginalis_B, 95.0, 86.99, 0.71; GCF_013385965.1, s__Pseudomonas_E edaphica, 95.0, 86.97, 0.72; GCF_007858285.1, s__Pseudomonas_E brenneri, 95.0, 86.96, 0.7; GCF_016925675.1, s__Pseudomonas_E sp012985665, 95.0, 86.94, 0.67; GCF_002022265.1, s__Pseudomonas_E fluorescens_C, 95.0, 86.93, 0.66; GCF_001647715.1, s__Pseudomonas_E antarctica_A, 95.0, 86.92, 0.71; GCF_002022275.1, s__Pseudomonas_E fluorescens_AJ, 95.0, 86.92, 0.71; GCF_007858275.1, s__Pseudomonas_E proteolytica, 95.0, 86.91, 0.69; GCF_001579805.1, s__Pseudomonas_E azotoformans_A, 95.0, 86.89, 0.71; GCF_001186335.1, s__Pseudomonas_E trivialis_B, 95.0, 86.89, 0.71; GCF_002563895.1, s__Pseudomonas_E lurida, 95.0, 86.89, 0.73; GCF_013385825.1, s__Pseudomonas_E reactans, 95.0, 86.88, 0.73; GCF_001870435.1, s__Pseudomonas_E costantinii, 95.0, 86.88, 0.68; GCF_900624995.1, s__Pseudomonas_E antarctica, 95.0, 86.86, 0.73; GCF_002979555.1, s__Pseudomonas_E sp002979555, 95.0, 86.85, 0.72; GCF_009866765.1, s__Pseudomonas_E sp009866765, 95.0, 86.84, 0.68; GCF_900215245.1, s__Pseudomonas_E fluorescens, 95.0, 86.81, 0.71; GCF_002813445.1, s__Pseudomonas_E tolaasii, 95.0, 86.8, 0.69; GCF_019139815.1, s__Pseudomonas_E sp900005815, 95.0, 86.77, 0.7; GCF_004682055.1, s__Pseudomonas_E kairouanensis, 95.0, 86.72, 0.68; GCF_014230465.1, s__Pseudomonas_E cremoris, 95.0, 86.69, 0.67; GCF_000730425.1, s__Pseudomonas_E fluorescens_X, 95.0, 86.62, 0.68; GCA_016937595.1, s__Pseudomonas_E fulgida, 95.0, 86.61, 0.7; GCF_003852235.1, s__Pseudomonas_E sp003852235, 95.0, 86.6, 0.71; GCF_012844475.1, s__Pseudomonas_E sp012844475, 95.0, 86.56, 0.72; GCF_904063055.1, s__Pseudomonas_E paracarnis, 95.0, 86.55, 0.71; GCF_015461805.1, s__Pseudomonas_E pisciculturae, 95.0, 86.51, 0.68; GCF_009707515.1, s__Pseudomonas_E sp009707515, 95.0, 86.5, 0.71; GCF_013778505.1, s__Pseudomonas_E sivasensis, 95.0, 86.5, 0.69; GCF_003851685.1, s__Pseudomonas_E sp003851685, 95.0, 86.49, 0.73; GCF_013607945.1, s__Pseudomonas_E orientalis_B, 95.0, 86.49, 0.74; GCF_002837185.1, s__Pseudomonas_E fluorescens_AM, 95.0, 86.49, 0.71; GCF_001983175.1, s__Pseudomonas_E cedrina, 95.0, 86.47, 0.67; GCF_001439815.1, s__Pseudomonas_E orientalis, 95.0, 86.42, 0.69; GCF_002934065.1, s__Pseudomonas_E orientalis_A, 95.0, 86.42, 0.69; GCF_000263715.2, s__Pseudomonas_E synxantha_A, 95.0, 86.41, 0.69; GCF_001439805.1, s__Pseudomonas_E trivialis, 95.0, 86.41, 0.7; GCF_900105675.1, s__Pseudomonas_E synxantha, 95.7053, 86.36, 0.64; GCF_900583165.1, s__Pseudomonas_E sp900583165, 95.0, 86.32, 0.68; GCF_003208475.1, s__Pseudomonas_E sp003208475, 95.0, 86.3, 0.71; GCF_001439735.1, s__Pseudomonas_E paralactis, 95.0, 86.22, 0.72; GCF_001439785.1, s__Pseudomonas_E poae, 95.0, 86.17, 0.68; GCF_009296165.1, s__Pseudomonas_E kitaguniensis, 95.0, 86.13, 0.69; GCF_900106045.1, s__Pseudomonas_E mucidolens, 95.0, 85.55, 0.66; GCF_002018875.1, s__Pseudomonas_E sp002018875, 95.0, 84.48, 0.6; GCF_014236655.1, s__Pseudomonas_E kielensis, 95.0, 84.47, 0.58; GCF_009834545.1, s__Pseudomonas_E sp900187635, 95.0, 84.22, 0.59; GCF_900187645.1, s__Pseudomonas_E sp900187645, 95.0, 84.22, 0.62; GCF_000282195.1, s__Pseudomonas_E sp000282195, 95.0, 84.12, 0.59; GCF_018502625.1, s__Pseudomonas_E fluorescens_BW, 95.0, 84.12, 0.58; GCF_001655615.1, s__Pseudomonas_E sp001655615, 95.0, 84.1, 0.57; GCF_001042905.1, s__Pseudomonas_E lini, 95.0, 84.06, 0.56; GCF_000512695.2, s__Pseudomonas_E sp000512695, 95.0, 84.0, 0.59; GCF_007713465.1, s__Pseudomonas_E sp007713465, 95.0, 83.98, 0.58; GCF_003732225.1, s__Pseudomonas_E brassicacearum_E, 95.0, 83.93, 0.59; GCF_001874645.1, s__Pseudomonas_E frederiksbergensis_B, 95.0, 83.89, 0.53; GCF_001307155.1, s__Pseudomonas_E fluorescens_E, 95.0, 83.79, 0.56; GCF_900187445.1, s__Pseudomonas_E sp900187445, 95.0, 83.71, 0.56; GCF_014268655.2, s__Pseudomonas_E sp014268655, 95.0, 83.35, 0.56	95.83	11	N/A	N/A
MAG_332_sub	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__ETH-SRB1;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__ETH-SRB1;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	65.59	11	0.7645745580476924	N/A
MAG_334	d__Bacteria;p__Aerophobota;c__Aerophobia;o__Aerophobales;f__AE-B3A;g__SOJT01;s__	N/A	N/A	N/A	N/A	N/A	GCA_004376485.1	95.0	d__Bacteria;p__Aerophobota;c__Aerophobia;o__Aerophobales;f__AE-B3A;g__SOJT01;s__SOJT01 sp004376485	82.92	0.62	d__Bacteria;p__Aerophobota;c__Aerophobia;o__Aerophobales;f__AE-B3A;g__SOJT01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	71.98	11	0.9050456157862964	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_341	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__SBAW01;g__GWA1-54-10;s__	N/A	N/A	N/A	N/A	N/A	GCA_007375995.1	95.0	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__SBAW01;g__GWA1-54-10;s__GWA1-54-10 sp007375995	78.14	0.29	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__SBAW01;g__GWA1-54-10;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	65.25	11	0.9592627456950125	N/A
MAG_346	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__W498;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__W498;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	38.24	11	0.8462575996975408	N/A
MAG_37	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium kefirresidentii	GCF_002154655.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium kefirresidentii	96.49	0.9	GCF_002154655.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium kefirresidentii	96.49	0.9	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000175635.1, s__Corynebacterium tuberculostearicum_C, 96.3332, 88.85, 0.89; GCF_016127015.1, s__Corynebacterium aurimucosum_E, 95.0, 88.74, 0.89; GCA_900539985.1, s__Corynebacterium sp900539985, 95.0, 88.67, 0.83; GCF_013408445.1, s__Corynebacterium tuberculostearicum, 96.3332, 88.66, 0.88; GCF_016894265.1, s__Corynebacterium tuberculostearicum_D, 95.1108, 88.37, 0.88; GCF_000159115.1, s__Corynebacterium accolens, 95.0, 80.97, 0.65; GCF_000478175.1, s__Corynebacterium sp000478175, 95.0, 80.76, 0.65; GCF_001836165.1, s__Corynebacterium sp001836165, 95.0, 79.6, 0.43; GCF_000833575.1, s__Corynebacterium singulare, 95.0, 79.49, 0.38; GCF_003688935.1, s__Corynebacterium macginleyi, 95.0, 79.43, 0.49; GCF_000022905.1, s__Corynebacterium aurimucosum, 95.0, 79.42, 0.42; GCF_001586215.1, s__Corynebacterium simulans, 95.0, 79.39, 0.39; GCF_002861385.1, s__Corynebacterium aurimucosum_C, 95.0, 79.37, 0.44; GCF_000159135.1, s__Corynebacterium striatum, 95.0, 79.32, 0.4; GCF_016728705.1, s__Corynebacterium sp001807205, 95.0, 79.17, 0.42; GCF_000980815.1, s__Corynebacterium camporealensis, 95.0, 79.15, 0.36; GCF_000988205.1, s__Corynebacterium minutissimum_A, 95.0, 79.13, 0.42; GCF_000805675.1, s__Corynebacterium minutissimum, 95.0, 78.96, 0.41; GCF_016889765.1, s__Corynebacterium minutissimum_B, 95.0, 78.88, 0.42; GCF_001812805.1, s__Corynebacterium sp001812805, 95.0, 78.87, 0.41; GCF_000420605.1, s__Corynebacterium massiliense, 95.0, 78.85, 0.29; GCF_900092335.1, s__Corynebacterium phoceense, 95.0, 78.82, 0.32; GCF_014217255.1, s__Corynebacterium incognitum, 95.0, 78.79, 0.26; GCF_001815935.1, s__Corynebacterium sp001815935, 95.0, 78.74, 0.38; GCF_003693265.1, s__Corynebacterium gottingense, 95.0, 78.49, 0.2; GCA_019114925.1, s__Corynebacterium faecipullorum, 95.0, 78.37, 0.33; GCF_015752125.1, s__Corynebacterium aquatimens, 95.0, 78.3, 0.14; GCF_001767255.1, s__Corynebacterium sp001767255, 95.0, 78.16, 0.14; GCF_900156665.1, s__Corynebacterium appendicis, 95.0, 78.14, 0.17; GCF_017942225.1, s__Corynebacterium sp017942225, 95.0, 78.13, 0.16; GCF_008693105.1, s__Corynebacterium flavescens, 95.0, 78.1, 0.31; GCA_900618065.1, s__Corynebacterium sp900618065, 95.0, 78.01, 0.16; GCF_004795735.1, s__Corynebacterium endometrii, 95.0, 77.98, 0.27; GCF_900411315.1, s__Corynebacterium senegalense, 95.0, 77.93, 0.22; GCF_000577555.1, s__Corynebacterium jeddahense, 95.0, 77.93, 0.17; GCF_011038655.2, s__Corynebacterium lizhenjunii, 95.0, 77.92, 0.26; GCF_002287505.1, s__Corynebacterium glaucum_A, 95.0, 77.91, 0.17; GCF_902702935.1, s__Corynebacterium rouxii, 95.0, 77.9, 0.07; GCF_007641235.1, s__Corynebacterium sanguinis, 95.0, 77.85, 0.17; GCF_900103625.1, s__Corynebacterium mycetoides, 95.0, 77.81, 0.18; GCF_000550785.1, s__Corynebacterium casei, 95.0, 77.75, 0.23; GCF_000143825.1, s__Corynebacterium genitalium_A, 95.0, 77.73, 0.17; GCF_900155535.1, s__Corynebacterium urinipleomorphum, 95.0, 77.7, 0.15; GCF_001831515.1, s__Corynebacterium sp001831515, 95.0, 77.66, 0.2; GCF_008693065.1, s__Corynebacterium tuscaniense, 95.0, 77.63, 0.15; GCF_001941425.1, s__Corynebacterium ammoniagenes, 95.0, 77.6, 0.21; GCF_002967075.1, s__Corynebacterium sp002967075, 95.0, 77.58, 0.19; GCF_000835165.1, s__Corynebacterium marinum, 95.0, 77.56, 0.18; GCF_903645305.1, s__Corynebacterium sp001764565, 95.0, 77.56, 0.15; GCF_001021025.1, s__Corynebacterium epidermidicanis, 95.0, 77.55, 0.1; GCF_001277995.1, s__Corynebacterium deserti, 95.0, 77.55, 0.11; GCF_900078305.2, s__Corynebacterium bouchesdurhonense, 95.0, 77.52, 0.2; GCF_000341345.1, s__Corynebacterium halotolerans, 95.0, 77.51, 0.22; GCF_000011325.1, s__Corynebacterium glutamicum, 95.0, 77.49, 0.11; GCF_000767055.1, s__Corynebacterium doosanense, 95.0, 77.47, 0.19; GCF_000739455.1, s__Corynebacterium imitans, 95.0, 77.46, 0.22; GCF_001941565.1, s__Corynebacterium phocae, 95.0, 77.45, 0.22; GCF_002355155.1, s__Corynebacterium suranareeae, 95.0, 77.45, 0.11; GCF_002563965.1, s__Corynebacterium renale, 95.0, 77.38, 0.12; GCF_001457455.1, s__Corynebacterium diphtheriae, 95.0, 77.36, 0.08; GCF_003716585.1, s__Corynebacterium alimapuense, 95.0, 77.33, 0.11; GCF_000688415.1, s__Corynebacterium pseudodiphtheriticum, 95.0, 77.32, 0.1; GCF_000159635.1, s__Corynebacterium lipophiloflavum, 95.0, 77.31, 0.19; GCF_001941345.1, s__Corynebacterium stationis, 95.0, 77.31, 0.2; GCF_000819445.1, s__Corynebacterium humireducens, 95.0, 77.29, 0.21; GCF_000011305.1, s__Corynebacterium efficiens, 95.0, 77.27, 0.16; GCF_006334925.1, s__Corynebacterium tapiri, 95.0, 77.26, 0.17; GCF_000379425.1, s__Corynebacterium lubricantis, 95.0, 77.26, 0.14; GCF_009734425.1, s__Corynebacterium sp009734425, 95.0, 77.26, 0.16; GCF_003813985.1, s__Corynebacterium geronticis, 95.0, 77.22, 0.12; GCF_001021045.1, s__Corynebacterium testudinoris, 95.0, 77.2, 0.19; GCF_011038645.2, s__Corynebacterium qintianiae, 95.0, 77.19, 0.15; GCF_000550805.1, s__Corynebacterium vitaeruminis, 95.0, 77.19, 0.2; GCF_900187295.1, s__Corynebacterium cystitidis, 95.0, 77.14, 0.05; GCF_000375365.1, s__Corynebacterium mastitidis, 95.0, 77.13, 0.16; GCF_014837045.1, s__Corynebacterium sp014837045, 95.0, 77.1, 0.16; GCF_000344785.1, s__Corynebacterium callunae, 95.0, 77.1, 0.11; GCF_000372085.1, s__Corynebacterium capitovis, 95.0, 77.08, 0.1; GCF_000442645.1, s__Corynebacterium maris, 95.0, 77.07, 0.18; GCF_014267345.1, s__Corynebacterium sp014267345, 95.0, 77.05, 0.13; GCF_900177745.1, s__Corynebacterium pollutisoli, 95.0, 77.05, 0.22; GCF_003065405.1, s__Corynebacterium yudongzhengii, 95.0, 77.02, 0.19; GCF_000375525.1, s__Corynebacterium propinquum, 95.0, 76.94, 0.12; GCF_000373805.1, s__Corynebacterium pilosum, 95.0, 76.93, 0.16; GCF_003955685.1, s__Corynebacterium sp003955685, 95.0, 76.92, 0.2; GCF_004382825.2, s__Corynebacterium silvaticum, 95.0, 76.91, 0.1; GCA_002339505.1, s__Corynebacterium sp002339505, 95.0, 76.91, 0.19; GCF_009734405.1, s__Corynebacterium sp009734405, 95.0, 76.81, 0.17; GCF_001412105.1, s__Corynebacterium oculi, 95.0, 76.81, 0.15; GCF_900169525.1, s__Corynebacterium pacaense, 95.0, 76.67, 0.11; GCF_900187135.1, s__Corynebacterium ulcerans, 95.0, 76.63, 0.06; GCF_003070865.1, s__Corynebacterium liangguodongii, 95.0, 76.63, 0.16; GCA_012838985.1, s__Corynebacterium sp012838985, 95.0, 76.62, 0.17; GCF_001021065.1, s__Corynebacterium uterequi, 95.0, 76.61, 0.15; GCF_900113445.1, s__Corynebacterium spheniscorum, 95.0, 76.58, 0.13	72.44	11	N/A	N/A
MAG_42_sub	d__Bacteria;p__Desulfobacterota;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_013139225.1	95.0	d__Bacteria;p__Desulfobacterota;c__WTBG01;o__WTBG01;f__WTBG01;g__WTBG01;s__WTBG01 sp013139225	77.28	0.19	d__Bacteria;p__Desulfobacterota;c__WTBG01;o__WTBG01;f__WTBG01;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	55.44	11	0.8077049736766467	N/A
MAG_45	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__Lawsonella clevelandensis_A	GCA_003241315.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__Lawsonella clevelandensis_A	99.92	0.98	GCA_003241315.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__Lawsonella clevelandensis_A	99.92	0.98	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001293125.1, s__Lawsonella clevelandensis, 95.0, 79.68, 0.45; GCA_018376445.1, s__Lawsonella sp018376445, 95.0, 79.67, 0.46; GCA_012842085.1, s__Lawsonella sp012842085, 95.0, 78.32, 0.18	97.02	11	N/A	N/A
MAG_56_sub	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__SOIV01;s__	N/A	N/A	N/A	N/A	N/A	GCA_016783445.1	95.0	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__SOIV01;s__SOIV01 sp016783445	78.83	0.49	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__SOIV01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_004377005.1, s__SOIV01 sp004377005, 95.0, 79.77, 0.44; GCA_011049545.1, s__SOIV01 sp011049545, 95.0, 78.82, 0.47; GCA_011773465.1, s__SOIV01 sp011773465, 95.0, 78.75, 0.48; GCA_011772475.1, s__SOIV01 sp011772475, 95.0, 78.08, 0.39	72.5	11	0.8854585823674281	N/A
MAG_63	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__JABGRK01;f__JABGRK01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__JABGRK01;f__JABGRK01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	38.78	11	0.7791878118009807	N/A
MAG_74	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__B25-G16;g__B33-G16;s__	N/A	N/A	N/A	N/A	N/A	GCA_015223015.1	95.0	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__B25-G16;g__B33-G16;s__B33-G16 sp015223015	92.63	0.36	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__B25-G16;g__B33-G16;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013375385.1, s__B33-G16 sp013375385, 95.0, 79.54, 0.21; GCA_013375335.1, s__B33-G16 sp013375335, 95.0, 77.43, 0.12	49.98	11	0.9758566514689918	N/A
MAG_80_sub	d__Bacteria;p__Aerophobota;c__Aerophobia;o__Aerophobales;f__AE-B3A;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Aerophobota;c__Aerophobia;o__Aerophobales;f__AE-B3A;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	52.8	11	0.8619010861622182	N/A
MAG_92	d__Bacteria;p__TA06_A;c__DG-26_A;o__SM23-81;f__SM23-81;g__SM23-81;s__	N/A	N/A	N/A	N/A	N/A	GCA_001304015.1	95.0	d__Bacteria;p__TA06_A;c__DG-26_A;o__SM23-81;f__SM23-81;g__SM23-81;s__SM23-81 sp001304015	78.37	0.69	d__Bacteria;p__TA06_A;c__DG-26_A;o__SM23-81;f__SM23-81;g__SM23-81;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	31.97	11	0.8570724378911254	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_94	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__B25-G16;g__B33-G16;s__	N/A	N/A	N/A	N/A	N/A	GCA_003646875.1	95.0	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__B25-G16;g__B33-G16;s__B33-G16 sp003646875	83.39	0.51	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__B25-G16;g__B33-G16;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_013375385.1, s__B33-G16 sp013375385, 95.0, 80.35, 0.39; GCA_015223015.1, s__B33-G16 sp015223015, 95.0, 78.39, 0.19; GCA_013375335.1, s__B33-G16 sp013375335, 95.0, 77.92, 0.18	61.89	11	0.9172604725714528	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
MAG_95	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	46.23	11	0.5777559871639172	N/A
maxbin2.0025_sub	d__Bacteria;p__Aerophobota;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Aerophobota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in backbone tree	N/A	35.98	11	0.3229415130811036	Genome domain questionable ( 39.2% Bacterial, 30.2% Archaeal)
maxbin2.0181_sub	d__Bacteria;p__Aerophobota;c__Aerophobia;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Aerophobota;c__Aerophobia;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	20.63	11	0.4584254025336091	Genome domain questionable ( 22.5% Bacterial, 18.9% Archaeal);backbone tree has incongruent class classification
